PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,BLK_PER_SHOT,DREB,STL,BLK,LOOSE_BALLS_RECOVERED,AVG_SPEED_DEF,HEIGHT
Jerian Grant,1626170,CHI,0.112461031961076,0.161702127659574,3.16455696202532,0.00376484761779267,3.54430379746835,1.77215189873418,0.253164556962025,0.936708860759494,4.07,76
Bobby Portis,1626171,CHI,0.193176507244119,0.222105263157895,1.45454545454545,0.00782855465309717,8.57142857142857,0.51948051948052,0.51948051948052,0.857142857142857,4.04,83
Rashad Vaughn,1626173,MIL,0.11385874399573,0.126086956521739,2.69158878504673,0.0110241428728916,4.11214953271028,1.49532710280374,0.747663551401869,0.560747663551402,4.18,78
Rondae Hollis-Jefferson,1626178,BKN,0.182796679740947,0.195901639344262,3.72972972972973,0.0126238717414631,7.92792792792793,1.8018018018018,0.900900900900901,1.74774774774775,4.09,79
Terry Rozier,1626179,BOS,0.0772083660779529,0.129411764705882,2.61271676300578,0.00705896886112361,5.78034682080925,1.38728323699422,0.46242774566474,1.38728323699422,4.11,74
Norman Powell,1626181,TOR,0.0987795303689958,0.14622641509434,3.0391061452514,0.00711395669378863,4.24581005586592,1.34078212290503,0.446927374301676,1.63128491620112,4.03,76
Jarell Martin,1626185,MEM,0.234535326883612,0.148351648351648,2.53731343283582,0.00950638115835254,8.65671641791045,1.19402985074627,0.597014925373134,0.985074626865672,4.16,82
Willy Hernangomez,1626195,NYK,0.298707142944017,0.105309734513274,2.87292817679558,0.015695999874432,9.94475138121547,1.10497237569061,1.10497237569061,1.19337016574586,4.04,83
Josh Richardson,1626196,MIA,0.133208928443264,0.172463768115942,2.8993288590604,0.0143936667866139,3.48993288590604,1.34228187919463,0.939597315436242,1.0738255033557,3.9,78
Larry Nance Jr.,1626204,LAL,0.194056511854498,0.161240310077519,4.41071428571429,0.0159863583075775,6.78571428571429,2.32142857142857,1.07142857142857,1.51785714285714,3.96,81
Mario Hezonja,1626209,ORL,0.131767775603392,0.189411764705882,3.69230769230769,0.00839278220730172,5.31468531468531,1.11888111888112,0.559440559440559,0.979020979020979,4.04,80
Alan Williams,1626210,PHX,0.336630739701757,0.1,2.56551724137931,0.0268894650917123,11.5862068965517,1.6551724137931,1.93103448275862,1.51724137931034,3.77,80
Cristiano Felicio,1626245,CHI,0.272030008691542,0.0989795918367347,1.42675159235669,0.0114524579837948,7.13375796178344,1.01910828025478,0.764331210191083,1.17197452229299,3.95,81
Salah Mejri,1626257,DAL,0.427064464571124,0.0636363636363636,2.88,0.0490964882372997,9.6,1.28,2.88,1.312,4.05,86
Marcelo Huertas,1626273,LAL,0.130839309943788,0.135211267605634,3.37864077669903,0.00574118727752899,3.88349514563107,1.55339805825243,0.388349514563107,1.51456310679612,4.03,75
Malcolm Delaney,1627098,ATL,0.069942719324691,0.119266055045872,2.84705882352941,0,3.52941176470588,1.17647058823529,0,1.17647058823529,3.77,75
Dragan Bender,1627733,PHX,0.301254571911747,0.24,1.42857142857143,0.0247359437999357,5.3968253968254,0.634920634920635,1.58730158730159,1.04761904761905,3.82,85
Domantas Sabonis,1627734,OKC,0.228480454379209,0.187254901960784,1.73399014778325,0.0119615436372064,5.91133004926108,0.985221674876847,0.788177339901478,1.18226600985222,3.7,83
Wade Baldwin IV,1627735,MEM,0.138472190168475,0.179487179487179,2.58064516129032,0.0096158469157171,3.54838709677419,1.61290322580645,0.645161290322581,1.51612903225806,4.19,76
Marquese Chriss,1627737,PHX,0.18960295398913,0.182203389830508,3,0.0250675431022477,5.84905660377358,1.50943396226415,1.69811320754717,0.792452830188679,3.93,82
Kris Dunn,1627739,MIN,0.146475611521204,0.161458333333333,5.27058823529412,0.0186063819890222,4.47058823529412,2.35294117647059,1.17647058823529,1.45882352941176,4.2,76
Brandon Ingram,1627742,LAL,0.12001316852722,0.183536585365854,1.5916955017301,0.0100375404011001,4.56747404844291,0.69204152249135,0.69204152249135,0.899653979238754,3.9,81
Skal Labissiere,1627746,SAC,0.244529310119506,0.175,2.20118343195266,0.0102680825211565,8.04733727810651,0.946745562130178,0.710059171597633,2.03550295857988,3.89,83
Jamal Murray,1627750,DEN,0.131133977971974,0.181081081081081,2.10526315789474,0.00850490804068181,4.01913875598086,1.14832535885167,0.574162679425837,1.20574162679426,4.09,76
Jakob Poeltl,1627751,TOR,0.346804241903124,0.0940298507462687,2.51724137931034,0.0233005184365352,5.17241379310345,1.03448275862069,1.37931034482759,1.13793103448276,4.25,84
Taurean Prince,1627752,ATL,0.157496632473319,0.189655172413793,3.45341614906832,0.0175504795668542,5.71428571428571,1.73913043478261,1.24223602484472,1.3416149068323,3.81,80
Tyler Ulis,1627755,PHX,0.0514652609488595,0.0981981981981982,3.52808988764045,0.00321403892201135,2.92134831460674,1.79775280898876,0.224719101123595,1.23595505617978,4.08,70
Denzel Valentine,1627756,CHI,0.0970925297113752,0.152427184466019,2.18181818181818,0.00343076711952793,5.68181818181818,1.13636363636364,0.227272727272727,1,3.99,78
Ron Baker,1627758,NYK,0.116363636363636,0.124770642201835,3.9741935483871,0.00739200739200739,3.87096774193548,1.80645161290323,0.516129032258065,1.39354838709677,4.13,76
Jaylen Brown,1627759,BOS,0.127306399615886,0.18265306122449,2.31578947368421,0.00713680360408582,5.38011695906433,0.935672514619883,0.467836257309941,0.912280701754386,4.13,79
Malcolm Brogdon,1627763,MIL,0.106606081789584,0.173333333333333,2.68679245283019,0.00458610410456317,3.32075471698113,1.66037735849057,0.30188679245283,1.17735849056604,3.75,77
Patrick McCaw,1627775,GSW,0.129534061839206,0.14367816091954,3.04761904761905,0.00781044060648071,2.99319727891156,1.08843537414966,0.54421768707483,1.17006802721088,3.97,79
Pascal Siakam,1627783,TOR,0.289687137891078,0.208421052631579,3.36842105263158,0.0319565391068147,5.52631578947368,1.31578947368421,2.10526315789474,0.921052631578947,4.22,81
Isaiah Whitehead,1627785,BKN,0.142308626974484,0.169117647058824,2.73777777777778,0.0127165792401844,3.73333333333333,1.06666666666667,0.888888888888889,0.995555555555556,3.97,76
Timothe Luwawu-Cabarrot,1627789,PHI,0.133383129701755,0.202247191011236,2.19277108433735,0.00723510472814094,4.09638554216867,0.963855421686747,0.481927710843373,1.25301204819277,4.18,78
Yogi Ferrell,1627812,DAL,0.0761258714904843,0.155,3.2156862745098,0.00493400764771185,2.98039215686274,1.56862745098039,0.313725490196078,2.02352941176471,4.05,72
Juan Hernangomez,1627823,DEN,0.197253232672075,0.192941176470588,2.07518796992481,0.00831125655810088,6.91729323308271,1.50375939849624,0.601503759398496,1.50375939849624,4.03,81
Ivica Zubac,1627826,LAL,0.368205128205128,0.132,1.45,0.0305084745762712,7.75,1,2.25,0.925,3.71,85
Dorian Finney-Smith,1627827,DAL,0.174731182795699,0.207339449541284,2.2713567839196,0.00968116690331741,4.02010050251256,1.20603015075377,0.603015075376884,0.844221105527638,4.12,80
Paul Zipser,1627835,CHI,0.164011466704262,0.200877192982456,1.33333333333333,0.0122402766302518,4.86772486772487,0.634920634920635,0.846560846560847,0.613756613756614,3.94,80
Mindaugas Kuzminskas,1627851,NYK,0.0917475338840324,0.134408602150538,2.0952380952381,0.00803656637701542,3.26530612244898,1.08843537414966,0.54421768707483,1.08843537414966,4.01,81
Derrick Jones, Jr.,1627884,PHX,0.123287671232877,0.151041666666667,1.65,0.0139958012596221,3.25,0.75,1,0.6,4.25,79
Vince Carter,1713,MEM,0.124595715122968,0.170833333333333,2.52631578947368,0.0133566629713232,4.21052631578947,1.29554655870445,0.809716599190283,0.842105263157895,3.6,78
Dirk Nowitzki,1717,DAL,0.204988864908555,0.122758620689655,1.99261992619926,0.0137694421654743,9.15129151291513,0.885608856088561,0.885608856088561,0.634686346863469,3.37,84
Paul Pierce,1718,LAC,0.196255307914017,0.19375,1.21008403361345,0.0103291113090857,6.72268907563025,0.672268907563025,0.672268907563025,0.773109243697479,3.58,79
Jason Terry,1891,MIL,0.0904126055031488,0.21,2.53763440860215,0.00995536677230417,2.58064516129032,1.29032258064516,0.645161290322581,0.946236559139785,3.96,74
Manu Ginobili,1938,SAS,0.0633455277566353,0.109574468085106,4.62365591397849,0.00671941406709335,4.08602150537634,2.58064516129032,0.43010752688172,1.63440860215054,3.73,78
LaMarcus Aldridge,200746,SAS,0.233105660767878,0.158552631578947,1.5609756097561,0.0241402362029265,6.09756097560976,0.731707317073171,1.58536585365854,0.829268292682927,3.84,83
Randy Foye,200751,BKN,0.0930895485825,0.120588235294118,1.7989417989418,0.00306264643278257,4.65608465608466,1.05820105820106,0.211640211640212,0.931216931216931,3.85,76
Rudy Gay,200752,SAC,0.134534072813135,0.183246073298429,3.31360946745562,0.016209790713591,6.15384615384615,1.77514792899408,1.06508875739645,1.38461538461538,3.92,80
JJ Redick,200755,LAC,0.0809246789733254,0.0993630573248408,1.94326241134752,0.00206413259987822,2.83687943262411,0.99290780141844,0.141843971631206,0.723404255319149,4,76
Thabo Sefolosha,200757,ATL,0.140108200607849,0.177018633540373,4.50965250965251,0.011325092441067,5.40540540540541,2.47104247104247,0.772200772200772,1.23552123552124,3.95,79
Rajon Rondo,200765,CHI,0.0534463693328419,0.135507246376812,4.11940298507463,0.00431443610320131,6.11940298507463,2.08955223880597,0.298507462686567,1.55223880597015,3.86,73
Kyle Lowry,200768,TOR,0.0700883066247375,0.134761904761905,3.92592592592593,0.0046810270173276,4.12698412698413,1.48148148148148,0.317460317460317,1.16402116402116,3.59,72
Sergio Rodriguez,200771,PHI,0.0565199046226609,0.109565217391304,2.26008968609865,0.00270432895457403,3.58744394618834,1.25560538116592,0.179372197309417,1.21973094170404,3.94,75
Paul Millsap,200794,ATL,0.220282383267913,0.198617511520737,3.63636363636364,0.014973733575686,7.15542521994135,1.52492668621701,1.05571847507331,1.21994134897361,3.77,80
J.J. Barea,200826,DAL,0.0551699590674497,0.1264,0.860986547085202,0,3.76681614349776,0.538116591928251,0,1.04035874439462,3.57,72
Kevin Durant,201142,GSW,0.153602726387536,0.167647058823529,2.70238095238095,0.026024723487313,9.04761904761905,1.30952380952381,1.9047619047619,1.02380952380952,3.51,81
Al Horford,201143,BOS,0.24863984019765,0.202732240437158,1.75308641975309,0.0230713258913518,6.66666666666667,0.864197530864198,1.60493827160494,1.34567901234568,3.68,82
Mike Conley,201144,MEM,0.0937240479297663,0.183589743589744,2.95238095238095,0.00563740228502706,3.69047619047619,1.54761904761905,0.357142857142857,1.73809523809524,3.72,73
Jeff Green,201145,ORL,0.151539708265802,0.196212121212121,1.83928571428571,0.00527983104540655,4.46428571428571,0.892857142857143,0.357142857142857,0.821428571428572,3.68,81
Joakim Noah,201149,NYK,0.262238617571944,0.0984848484848485,2.0814479638009,0.0206455608818235,9.41176470588235,1.26696832579185,1.44796380090498,0.742081447963801,3.95,83
Spencer Hawes,201150,MIL,0.256862251322085,0.0981132075471698,1.2972972972973,0.0226551880380607,7.56756756756757,0.810810810810811,1.62162162162162,0.621621621621622,3.74,85
Thaddeus Young,201152,IND,0.165573031092229,0.207142857142857,3.80066445182724,0.00760955379478936,5.71428571428571,2.12624584717608,0.53156146179402,1.40863787375415,3.95,80
Rodney Stuckey,201155,IND,0.0885810005110442,0.138053097345133,1.43016759776536,0,4.46927374301676,0.893854748603352,0,1.13966480446927,3.62,77
Nick Young,201156,LAL,0.0864432694689547,0.156462585034014,2.5019305019305,0.00454878860073577,2.93436293436293,0.926640926640927,0.308880308880309,0.586872586872587,3.76,79
Marco Belinelli,201158,CHA,0.0783611774065235,0.200645161290323,2.05,0.00246062992125984,3.66666666666667,1,0.166666666666667,0.683333333333333,3.87,77
Jason Smith,201160,WAS,0.300016969285593,0.188372093023256,1.62758620689655,0.0300010714668381,7.17241379310345,0.827586206896552,1.93103448275862,0.744827586206897,4,84
Jared Dudley,201162,PHX,0.183214390050499,0.166942148760331,2.76635514018692,0.00831923684867308,5.60747663551402,1.30841121495327,0.560747663551402,0.728971962616823,3.55,79
Wilson Chandler,201163,DEN,0.125804525247163,0.205294117647059,1.81935483870968,0.00731562342828403,6.32258064516129,0.903225806451613,0.516129032258065,0.72258064516129,3.66,80
Aaron Brooks,201166,IND,0.115210843373494,0.18,2.19259259259259,0.00459136822773186,2.37037037037037,1.18518518518519,0.296296296296296,0.918518518518519,3.84,72
Arron Afflalo,201167,SAC,0.0864687371733479,0.164666666666667,0.895752895752896,0.00235800394965662,2.93436293436293,0.617760617760618,0.154440154440154,0.370656370656371,3.79,77
Josh McRoberts,201177,MIA,0.181947690039114,0.148192771084337,2.42774566473988,0.0070657021983166,5.31791907514451,1.15606936416185,0.46242774566474,0.832369942196532,3.62,82
Marc Gasol,201188,MEM,0.228579602345873,0.0902564102564102,1.91304347826087,0.0238729225966394,6.26086956521739,1.04347826086957,1.50724637681159,0.823188405797101,3.36,85
Ramon Sessions,201196,CHA,0.0772762907380446,0.144444444444444,2.12345679012346,0.00348942703608068,2.96296296296296,1.23456790123457,0.246913580246914,1.23456790123457,3.74,75
Anthony Tolliver,201229,SAC,0.17049090410458,0.147916666666667,1.89473684210526,0.00826947461271294,4.91228070175439,0.87719298245614,0.526315789473684,0.842105263157895,3.88,80
Michael Beasley,201563,MIL,0.158107766253478,0.193805309734513,2.34146341463415,0.0184420182944821,6.58536585365854,0.975609756097561,1.21951219512195,1.07317073170732,3.99,82
Derrick Rose,201565,NYK,0.0768844221105528,0.135449735449735,1.67384615384615,0.00511073253833049,3.44615384615385,0.861538461538462,0.369230769230769,1.40307692307692,3.79,75
Russell Westbrook,201566,OKC,0.0477964433823013,0.0849462365591398,3.35446685878963,0.00652730862747018,10.3746397694525,1.95965417867435,0.461095100864553,1.52161383285303,3.52,75
Kevin Love,201567,CLE,0.140754078981732,0.13031914893617,2.01929260450161,0.00724959447580901,10.9324758842444,1.15755627009646,0.514469453376206,1.40192926045016,3.84,82
Danilo Gallinari,201568,DEN,0.10508454742262,0.190555555555556,1.33333333333333,0.00494010127207608,5.30973451327434,0.707964601769911,0.353982300884956,0.908554572271386,3.53,82
Eric Gordon,201569,HOU,0.074959453750017,0.143157894736842,1.62057877813505,0.00897883688147037,2.82958199356913,0.90032154340836,0.643086816720257,0.861736334405145,3.62,76
D.J. Augustin,201571,ORL,0.063451171222747,0.164485981308411,1.52284263959391,0,2.63959390862944,0.812182741116751,0,1.11675126903553,3.64,72
Brook Lopez,201572,BKN,0.323769413003422,0.136942675159236,1.46440677966102,0.031663252002235,5.15254237288136,0.677966101694915,2.30508474576271,1.07118644067797,3.67,84
Brandon Rush,201575,MIN,0.113048578894044,0.156589147286822,1.6,0.0137584700581295,3.34883720930233,0.930232558139535,0.930232558139535,0.558139534883721,4.28,78
Robin Lopez,201577,CHI,0.412380065409023,0.133093525179856,0.768683274021352,0.0309098308717087,4.69750889679715,0.284697508896797,2.13523131672598,0.697508896797153,3.75,84
Marreese Speights,201578,LAC,0.268677337331158,0.13875,1.5796178343949,0.0199926027369873,8.9171974522293,0.764331210191083,1.27388535031847,0.585987261146497,3.64,82
Alexis Ajinca,201582,NOP,0.290693806958026,0.105434782608696,2.91970802919708,0.0247596253043371,9.05109489051095,1.45985401459854,1.75182481751825,1.16788321167883,3.72,86
Ryan Anderson,201583,HOU,0.165132336018412,0.133333333333333,1.15436241610738,0.00385653682992673,4.16107382550336,0.536912751677852,0.268456375838926,0.697986577181208,3.55,82
Courtney Lee,201584,NYK,0.078437443558583,0.151366120218579,2.52173913043478,0.0052578999947421,3.35403726708075,1.36645962732919,0.372670807453416,1.1304347826087,4,77
Kosta Koufos,201585,SAC,0.321393034825871,0.104166666666667,2.14,0.0218068535825545,8,1,1.4,0.62,4.07,84
Nicolas Batum,201587,CHA,0.103440088809605,0.156164383561644,2.39067055393586,0.00657248838518068,6.64723032069971,1.28279883381924,0.466472303206997,0.75801749271137,3.97,80
George Hill,201588,UTA,0.112833061446438,0.207142857142857,2.6125,0.00383288616328095,3.75,1.25,0.25,0.875,3.74,75
Darrell Arthur,201589,DEN,0.221575044284985,0.141489361702128,3.08496732026144,0.0191912794826031,5.49019607843137,1.04575163398693,1.30718954248366,1.4640522875817,3.61,81
DeAndre Jordan,201599,LAC,0.228210633331327,0.112,1.42586750788644,0.0309779464354861,12.7444794952681,0.757097791798107,2.14511041009464,0.643533123028391,3.58,83
Omer Asik,201600,NOP,0.257992477668077,0.0747368421052631,1.82051282051282,0.0113139236687283,9.48717948717949,0.512820512820513,0.769230769230769,0.41025641025641,3.75,84
Luc Mbah a Moute,201601,LAC,0.18405394684649,0.161788617886179,3.49090909090909,0.0106638229805385,2.90909090909091,1.81818181818182,0.727272727272727,1.12727272727273,3.96,80
Goran Dragic,201609,MIA,0.0899336949969861,0.138364779874214,2.38805970149254,0.00348583877995643,3.58208955223881,1.43283582089552,0.238805970149254,1.07462686567164,3.85,75
Blake Griffin,201933,LAC,0.128658574157373,0.161081081081081,2.09970674486804,0.00677134030217106,7.3900293255132,1.17302052785924,0.469208211143695,1.45454545454545,3.56,82
James Harden,201935,HOU,0.101392157418696,0.163800904977376,3.12328767123288,0.00755443917732157,7.56164383561644,1.64383561643836,0.547945205479452,1.12876712328767,3.3,77
Ricky Rubio,201937,MIN,0.0606711409395973,0.138918918918919,4.58536585365854,0.00179372197309417,3.90243902439024,2.07317073170732,0.121951219512195,1.4390243902439,3.95,76
Stephen Curry,201939,GSW,0.0696547918327304,0.144162436548223,3.98805970149254,0.0033072884368928,4.41791044776119,2.14925373134328,0.238805970149254,1.82686567164179,3.78,75
DeMar DeRozan,201942,TOR,0.0451233269306991,0.119402985074627,2.12957746478873,0.00327338939012664,4.84507042253521,1.23943661971831,0.225352112676056,1.25070422535211,3.58,79
Gerald Henderson,201945,PHI,0.0884836073491625,0.1888,1.97402597402597,0.00521097953387788,3.80952380952381,1.03896103896104,0.346320346320346,1.12554112554113,3.95,77
James Johnson,201949,MIA,0.193090423626714,0.234615384615385,3.13754646840149,0.0251652902015511,5.79925650557621,1.48698884758364,1.63568773234201,1.11524163568773,3.73,81
Jrue Holiday,201950,NOP,0.0941103268583873,0.195238095238095,3.92749244712991,0.0117505361182104,3.98791540785498,1.93353474320242,0.845921450151057,1.46223564954683,3.67,76
Ty Lawson,201951,SAC,0.070576829859428,0.113636363636364,3.104,0.00242792109256449,3.04,1.76,0.16,1.536,3.84,71
Jeff Teague,201952,IND,0.0813141683778234,0.153092783505155,3.15076923076923,0.00715243629861421,4.55384615384615,1.47692307692308,0.492307692307692,1.15692307692308,3.53,74
Darren Collison,201954,SAC,0.0644579089854325,0.128494623655914,2.67105263157895,0.00201499153703554,2.5,1.31578947368421,0.131578947368421,1.07894736842105,3.87,72
DeMarre Carroll,201960,TOR,0.131735271507443,0.21006711409396,3.65151515151515,0.00919159887862494,4.54545454545454,1.66666666666667,0.606060606060606,1.10606060606061,3.98,80
Wayne Ellington,201961,MIA,0.0898644928694478,0.186363636363636,1.76859504132231,0.00255405008492217,2.97520661157025,0.826446280991736,0.165289256198347,1.20661157024793,3.89,76
Toney Douglas,201962,MEM,0.079090136610236,0.134408602150538,3.65853658536585,0.00813041180535794,4.87804878048781,1.95121951219512,0.487804878048781,1.63414634146341,4.28,74
Dante Cunningham,201967,NOP,0.177385928553866,0.194078947368421,1.95238095238095,0.00915981588770066,5.23809523809524,0.952380952380952,0.634920634920635,0.746031746031746,4.05,80
Jonas Jerebko,201973,BOS,0.188372093023256,0.147311827956989,1.8,0.00754716981132075,6.75,0.75,0.5,0.8,3.88,82
Jodie Meeks,201975,ORL,0.086864853468269,0.162809917355372,3.46666666666667,0.00279212620410443,4,1.9047619047619,0.19047619047619,1.16190476190476,3.95,76
Patrick Beverley,201976,HOU,0.0932835820895522,0.182162162162162,3.94788273615635,0.00749906261717286,5.7328990228013,1.95439739413681,0.521172638436482,2.00651465798046,4.09,73
Marcus Thornton,201977,WAS,0.050421131037644,0.146153846153846,2.22988505747126,0.00359027752845295,3.67816091954023,1.37931034482759,0.229885057471264,1.10344827586207,3.82,76
Danny Green,201980,SAS,0.148088008443615,0.219117647058824,3.91111111111111,0.0180210621163485,4.14814814814815,1.48148148148148,1.18518518518519,0.696296296296296,4.14,78
Patty Mills,201988,SAS,0.0597451685667256,0.13,2.64253393665158,0,2.53393665158371,1.44796380090498,0,1.28506787330317,4.07,72
Garrett Temple,202066,SAC,0.128712103589982,0.232142857142857,3.84848484848485,0.00939099403671879,3.48484848484848,1.96969696969697,0.606060606060606,1.06060606060606,3.92,78
Wesley Matthews,202083,DAL,0.0949244737157865,0.207909604519774,3.07163323782235,0.00362295868921355,3.89684813753582,1.26074498567335,0.229226361031519,1.14613180515759,3.78,77
John Wall,202322,WAS,0.0842551188514945,0.0913875598086124,4.1978021978022,0.00946521533364884,3.73626373626374,2.1978021978022,0.659340659340659,1.65934065934066,3.42,76
Evan Turner,202323,POR,0.137027882572308,0.231578947368421,2.47843137254902,0.00949526720275363,5.01960784313725,1.25490196078431,0.627450980392157,1.11372549019608,3.78,79
Derrick Favors,202324,UTA,0.282291520999394,0.152631578947368,3.13692946058091,0.0235501913453047,7.30290456431535,1.49377593360996,1.49377593360996,1.22821576763485,3.83,82
Wesley Johnson,202325,LAC,0.187072398652098,0.172058823529412,4.90756302521008,0.0210070242237248,7.73109243697479,1.34453781512605,1.34453781512605,1.07563025210084,3.87,79
Greg Monroe,202328,MIL,0.240307523338825,0.0926470588235294,3.76888888888889,0.0137504297009282,8,1.95555555555556,0.888888888888889,1.38666666666667,3.9,83
Al-Farouq Aminu,202329,POR,0.200253945220388,0.189542483660131,2.40549828178694,0.0140685843486999,8.38487972508591,1.3745704467354,0.962199312714777,1.03092783505155,3.76,81
Gordon Hayward,202330,UTA,0.0922051381860646,0.11219512195122,1.93063583815029,0.00521702838063439,5.54913294797688,1.15606936416185,0.346820809248555,1.27167630057803,3.71,80
Paul George,202331,IND,0.107447803053911,0.199526066350711,3.47486033519553,0.00653461302838473,6.4804469273743,1.7877094972067,0.446927374301676,1.56424581005587,3.8,81
Ed Davis,202334,POR,0.257831993346271,0.0881188118811881,1.41860465116279,0.0177714590367869,7.44186046511628,0.697674418604651,1.16279069767442,0.86046511627907,3.95,82
