CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,BLK,PLAYER_NAME,CLUSTER
0.301824064782257,-1.39556443931536,-0.838042348672839,1.80800835163815,Andrew Bogut,2
-0.60795112030479,0.119342060432336,-0.0278878952643359,-0.214046328783358,Marvin Williams,5
-1.06283871284831,-0.549247959009386,1.84422577409856,-0.888064555590529,Chris Paul,3
1.06603522025538,1.22801664963317,2.28214710026532,-0.888064555590529,Raymond Felton,3
-0.244041046269971,-0.625416442236923,-0.662873818206136,-0.0455417720815655,Channing Frye,5
-1.0919515187711,0.720226761449579,-1.07889907806456,-0.888064555590529,Deron Williams,4
1.41902799206915,-0.726974419873641,0.12538456889403,0.628476454725605,Ian Mahinmi,2
-1.07739511580971,-0.37152149814513,-0.816146282364501,-0.719559998888736,CJ Miles,4
-0.920913783974734,0.474794982160846,1.52673281262766,-0.888064555590529,Monta Ellis,3
0.665734138817075,-1.11628000081439,-0.531497420356108,1.30249468153278,Amir Johnson,2
1.75746436092153,-1.05703784719297,-0.673821851360305,1.30249468153278,Tim Duncan,2
-0.899079179532645,-0.126089718856397,-0.345380856735236,0.122962784620227,Justin Anderson,5
0.0652825166596245,0.33092118050883,-0.761406116593657,-0.382550885485151,Justise Winslow,5
1.00417050766946,0.965658540738313,0.431929497210761,0.29146734132202,Frank Kaminsky,2
2.9256156985733,-0.126089718856397,-0.969418746522867,4.67258581556863,Myles Turner,1
-0.0620860092525619,0.297068521296591,-0.892782514443684,-0.888064555590529,Stanley Johnson,5
-0.826297164725681,-1.14166949522357,-1.22122350906875,0.122962784620227,Terry Rozier,5
-1.27390655578851,-1.48865925214902,-0.465809221431094,-0.719559998888736,Norman Powell,4
0.847689175834485,-0.972406199162374,1.29682411639011,-0.888064555590529,Jarell Martin,3
-0.113033419617436,1.08414284798115,-0.268744624656053,0.628476454725605,Josh Richardson,2
1.02964421285189,-1.81872267946835,-0.345380856735236,1.30249468153278,Salah Mejri,2
-0.60795112030479,-0.126089718856397,-0.61908168558946,-0.382550885485151,Vince Carter,5
0.774907161027521,-0.464616310978788,-1.00226284598537,0.122962784620227,Dirk Nowitzki,5
-1.1902072387605,-0.295353014917592,-1.22122350906875,-0.888064555590529,Paul Pierce,4
-1.11742522395354,-0.464616310978788,-0.783302182901994,-0.551055442186944,Jason Terry,4
-0.862688172129163,-0.803142903101179,0.96838312176504,-0.382550885485151,Manu Ginobili,5
2.41250249418421,0.720226761449579,-0.345380856735236,1.47099923823457,LaMarcus Aldridge,2
-0.880883675830904,-1.28554329687559,-1.02415891229371,-0.551055442186944,Randy Foye,4
