CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,BLK_PER_SHOT,DEFLECTIONS,STL,LOOSE_BALLS_RECOVERED,DREB,AVG_SPEED_DEF,HEIGHT,PLAYER_NAME,TEAM_ABBREVIATION,CLUSTER
1.03182351525757,-2.27338538871739,0.916395186641411,-0.0669230350678617,-0.50826520944117,-1.1554988005833,2.92648063263416,-1.27404055162119,1.38891397619179,Andrew Bogut,DAL,1
0.68809052272448,-0.28974701078154,-0.193500238526652,-0.313595608724257,-1.35110325417602,-1.19209474641174,0.734092905284828,-0.616574289024297,0.532083951310885,Marvin Williams,CHA,1
-1.10533598936335,-0.772291382888019,-0.766816276388913,2.56512118119525,3.05633026017817,1.22504488546673,0.0244879389972463,-2.04108452465089,-2.03840612333184,Chris Paul,LAC,3
-0.581052799869859,1.61642540872602,-0.12149952884768,0.470819969881588,0.582112014124186,0.0872177198456306,-0.850623304575146,2.12286847179608,-1.7527961150382,Raymond Felton,LAC,3
2.19244235809751,-0.108735002952663,0.880232028983125,-1.28703614877959,-0.630629357740613,0.218725019104562,0.277331364508631,-1.98629566943449,1.10330396789816,Channing Frye,CLE,1
-0.98067880909742,0.739696902691689,-0.70794180410473,-0.358432145050883,-1.38047043343507,-0.368933905284218,-0.978276579851175,-1.65756253813604,-1.18157609845093,Deron Williams,DAL,3
0.0812222993225701,0.596574386120164,-0.581997135337431,-1.32063842592875,-0.778548256790134,-1.0089137194377,0.17323261218285,0.64356938095308,-0.0391360652763872,Gerald Green,BOS,2
0.745803333227364,1.40351727874836,0.173874655538057,-1.15462927718879,-0.51134944712982,0.873883965193826,0.999954662607322,0.972302512251524,0.532083951310885,David Lee,SAS,2
-0.504970329010491,1.14572112136714,0.357430308797908,0.190027562490882,0.580400598341343,-0.632990018477232,-0.414154856944221,-0.452207723375073,-0.324746073570023,CJ Miles,IND,3
-0.222469209843657,0.267472614193296,-0.891579307057308,0.272990696604621,-1.04353163654402,-1.17216231404331,0.776120274359878,-0.780940854673519,0.817693959604521,Ersan Ilyasova,PHI,2
-0.846221627888675,0.860156350018618,-0.203257445165253,-0.151688095417535,0.490559072549571,0.917641137720232,-0.638685574381107,0.0408919735725945,-1.18157609845093,Monta Ellis,IND,3
-1.14074034986143,-0.772291382888019,-0.882979764265766,0.86073450688781,1.3351349585754,0.57514537265397,-0.827895953455903,-1.93150681421808,-1.7527961150382,Lou Williams,LAL,3
1.35950236123172,-1.85961069500044,0.505245049124637,0.43555813349146,-0.402610297850477,0.460457223334072,-0.255166705250969,-0.123474592076627,0.532083951310885,Amir Johnson,BOS,1
0.962697225468119,-1.19061129440727,0.732451654320107,-1.13969177987562,-1.32183804428939,-0.512274224945919,1.88234066751388,-0.287841157725851,1.10330396789816,Marcin Gortat,WAS,1
-0.902548837866344,0.489636720836102,-0.736665936385226,0.572927086047246,-0.200706802229773,0.327616992826851,-0.14705645661756,1.41061335398278,-1.18157609845093,Jose Calderon,LAL,3
1.73805259896019,0.342370868220339,1.62014599227115,-1.25377900786409,-0.888156766557707,0.372754520912973,-0.0417969853314832,0.533991670520265,1.10330396789816,Jahlil Okafor,PHI,1
-0.865041014306691,-0.884830544925056,-0.620581325472966,-0.744536076708121,-0.166005243392491,-0.25699746972412,-0.243351443887348,-0.506996578591482,-0.610356081863659,Emmanuel Mudiay,DEN,4
-1.23962762578525,-0.546208244867187,-1.08930786937329,1.96393835452607,1.97049806795611,1.33375969367621,-0.69058487377714,1.13666907790075,-1.46718610674457,Tyus Jones,MIN,3
-0.226525489643173,0.407253484701494,0.285166568042823,-0.171919100139959,0.509057549363994,0.776277574819463,0.018104250893248,0.15046968400541,-0.324746073570023,Justin Anderson,DAL,3
-0.684085952598589,1.43297969673479,-0.0763565724807737,-0.202206426603064,0.0101042005506691,1.57866667920308,0.155061982451376,0.698358236169486,-0.0391360652763872,Anthony Brown,NOP,3
0.983956262547245,-0.310704976095487,1.48088071627,-2.10640542510276,-1.10665267747596,-2.00533798704374,0.272542334192759,-0.890518565106335,0.246473943017249,Montrezl Harrell,HOU,1
-0.373810697007138,1.22389181697667,-0.0217768484985741,1.21964962728733,1.01241083952488,1.3124263325676,-1.09413063799561,-1.21925169640478,-0.324746073570023,Andrew Harrison,MEM,3
0.53107733207833,0.637674609376456,-0.237025329793831,-0.771489021417347,0.39590253601261,0.304007628337907,0.051800756713944,0.424413960087449,0.532083951310885,Sam Dekker,HOU,2
-0.927613352482972,-0.438526750254293,-0.539888091922763,0.920227469583195,1.06961007704316,-0.711886750777352,-0.568397093661556,0.424413960087449,-0.610356081863659,D'Angelo Russell,LAL,4
0.838279170367853,0.378329805058583,1.12502349102308,-1.19100806300876,-0.573388710981985,0.0832716288035443,1.01125615823667,-0.0138968816438119,1.38891397619179,Karl-Anthony Towns,MIN,1
1.17613147444521,-1.30193728855931,1.59802691382947,0.686798717771121,0.438794744051214,1.38536165333325,0.822989506231592,-0.123474592076627,0.817693959604521,Richaun Holmes,PHI,1
-0.325911722773574,2.01905365452536,-0.671371251364528,0.23330596397385,0.457307375698428,-0.977457428724041,-0.732934876356,-0.178263447293036,-0.0391360652763872,Justise Winslow,MIA,3
1.26205218597009,-1.09759989815133,0.657095583583762,0.303955922678305,-0.00954887080176638,-0.319149125019047,-0.857657960873959,1.73934648528123,1.38891397619179,Willie Cauley-Stein,SAC,1
-0.42159762320669,0.710901377654443,-0.750518627189852,1.39093351318649,0.0644087398139777,2.92361158816834,-0.00118855649342265,0.807935946602299,-0.0391360652763872,Kelly Oubre,WAS,3
