PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,STL,BLK,DREB,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT
202714,Shelvin Mack,1610612762,UTA,52,27,25,1058.0,34,3,115,29,49,0.592
203524,Solomon Hill,1610612754,IND,59,31,28,866.0,37,11,127,43,82,0.524
201603,Sonny Weems,1610612756,PHX,43,6,37,498.0,10,1,46,12,17,0.706
203915,Spencer Dinwiddie,1610612741,CHI,12,5,7,159.0,3,0,13,4,4,1.0
201150,Spencer Hawes,1610612766,CHA,57,30,27,1035.0,22,27,193,124,243,0.51
1626169,Stanley Johnson,1610612765,DET,73,37,36,1687.0,55,12,248,56,97,0.577
201939,Stephen Curry,1610612744,GSW,79,71,8,2700.0,169,15,362,72,135,0.533
2581,Steve Blake,1610612765,DET,58,34,24,986.0,24,5,80,37,61,0.607
200779,Steve Novak,1610612749,MIL,10,8,2,44.0,0,0,5,2,4,0.5
203500,Steven Adams,1610612760,OKC,80,54,26,2014.0,42,89,314,244,500,0.488
204456,TJ McConnell,1610612755,PHI,81,10,71,1606.0,95,10,207,51,98,0.52
203933,TJ Warren,1610612756,PHX,47,14,33,1070.0,37,16,90,42,79,0.532
201959,Taj Gibson,1610612741,CHI,73,37,36,1936.0,47,77,298,181,377,0.48
204028,Tarik Black,1610612747,LAL,39,6,33,496.0,14,18,113,60,124,0.484
2419,Tayshaun Prince,1610612750,MIN,77,27,50,1462.0,36,13,115,69,126,0.548
203093,Terrence Jones,1610612745,HOU,50,24,26,1044.0,23,39,149,113,219,0.516
203082,Terrence Ross,1610612761,TOR,72,52,20,1731.0,54,24,164,45,96,0.469
1626179,Terry Rozier,1610612738,BOS,38,23,15,308.0,6,1,39,15,21,0.714
200757,Thabo Sefolosha,1610612737,ATL,75,42,33,1758.0,85,37,282,79,140,0.564
201152,Thaddeus Young,1610612751,BKN,73,21,52,2407.0,112,37,484,206,381,0.541
203648,Thanasis Antetokounmpo,1610612752,NYK,2,1,1,6.0,0,0,1,0,0,0.0
203080,Thomas Robinson,1610612751,BKN,71,16,55,917.0,39,36,223,130,258,0.504
201168,Tiago Splitter,1610612737,ATL,36,21,15,579.0,20,12,75,73,154,0.474
202353,Tibor Pleiss,1610612762,UTA,12,7,5,82.0,1,2,9,13,20,0.65
1495,Tim Duncan,1610612759,SAS,61,50,11,1536.0,47,78,332,202,430,0.47
204025,Tim Frazier,1610612740,NOP,51,25,26,741.0,33,2,84,24,40,0.6
203501,Tim Hardaway Jr.,1610612737,ATL,51,29,22,864.0,21,7,79,20,40,0.5
202389,Timofey Mozgov,1610612739,CLE,76,52,24,1326.0,22,57,227,184,379,0.485
202699,Tobias Harris,1610612765,DET,75,37,38,2469.0,64,40,404,138,264,0.523
201962,Toney Douglas,1610612740,NOP,61,22,39,1262.0,70,5,118,32,52,0.615
2754,Tony Allen,1610612763,MEM,64,34,30,1620.0,110,18,192,54,97,0.557
2225,Tony Parker,1610612759,SAS,72,59,13,1980.0,54,11,159,58,89,0.652
203503,Tony Snell,1610612741,CHI,64,33,31,1301.0,16,17,180,66,122,0.541
203100,Tony Wroten,1610612752,NYK,8,0,8,144.0,3,0,19,3,4,0.75
2772,Trevor Ariza,1610612745,HOU,81,40,41,2859.0,160,26,299,89,167,0.533
202344,Trevor Booker,1610612762,UTA,79,39,40,1632.0,59,41,286,106,192,0.552
203504,Trey Burke,1610612762,UTA,64,31,33,1366.0,35,6,94,43,68,0.632
1626168,Trey Lyles,1610612762,UTA,80,38,42,1382.0,26,18,240,132,240,0.55
202684,Tristan Thompson,1610612739,CLE,82,57,25,2269.0,38,51,470,271,513,0.528
203584,Troy Daniels,1610612766,CHA,43,25,18,476.0,11,3,50,19,35,0.543
201951,Ty Lawson,1610612754,IND,66,31,35,1411.0,53,7,94,43,64,0.672
203898,Tyler Ennis,1610612749,MIL,46,17,29,654.0,25,1,62,28,41,0.683
201946,Tyler Hansbrough,1610612766,CHA,44,28,16,343.0,12,7,49,34,67,0.507
204020,Tyler Johnson,1610612748,MIA,36,19,17,863.0,24,14,81,31,72,0.431
203092,Tyler Zeller,1610612738,BOS,59,37,22,698.0,10,22,113,115,216,0.532
201936,Tyreke Evans,1610612740,NOP,25,11,14,765.0,32,8,109,27,51,0.529
2199,Tyson Chandler,1610612756,PHX,66,18,48,1618.0,36,44,401,194,362,0.536
1626145,Tyus Jones,1610612750,MIN,37,13,24,573.0,31,3,40,17,29,0.586
2617,Udonis Haslem,1610612748,MIA,37,25,12,260.0,5,2,65,21,38,0.553
203506,Victor Oladipo,1610612753,ORL,71,32,39,2334.0,114,54,292,104,196,0.531
1713,Vince Carter,1610612763,MEM,60,33,27,1005.0,38,16,115,49,84,0.583
201961,Wayne Ellington,1610612751,BKN,76,18,58,1615.0,48,5,154,64,94,0.681
202325,Wesley Johnson,1610612746,LAC,80,51,29,1666.0,89,56,211,108,207,0.522
202083,Wesley Matthews,1610612742,DAL,78,40,38,2644.0,78,17,211,73,121,0.603
203115,Will Barton,1610612743,DEN,82,33,49,2353.0,71,39,417,135,246,0.549
1626161,Willie Cauley-Stein,1610612758,SAC,65,26,39,1394.0,47,65,214,114,238,0.479
203186,Willie Reed,1610612751,BKN,39,8,31,426.0,6,30,73,58,126,0.46
204098,Xavier Munford,1610612763,MEM,14,3,11,244.0,13,3,28,12,17,0.706
203897,Zach LaVine,1610612750,MIN,82,29,53,2294.0,69,17,201,61,104,0.587
2216,Zach Randolph,1610612763,MEM,68,37,31,2016.0,43,13,350,222,383,0.58
2585,Zaza Pachulia,1610612742,DAL,76,40,36,2004.0,64,22,469,291,557,0.522
