DEFLECTIONS,STL,BLK,LOOSE_BALLS_RECOVERED,DREB,PLAYER_NAME,CLUSTER
-0.838042348672839,-0.325956681656924,1.80800835163815,-0.472541666500176,0.0375701190724221,Andrew Bogut,4
-0.0278878952643359,0.196515400132514,-0.214046328783358,1.0945809434047,1.2618734488453,Marvin Williams,4
1.84422577409856,2.63471844848322,-0.888064555590529,1.75861594760168,-0.21749307463026,Chris Paul,2
2.28214710026532,0.718987481921951,-0.888064555590529,1.0945809434047,0.394658590256178,Raymond Felton,2
-0.662873818206136,-0.674271402849882,-0.0455417720815655,-0.924085469354122,-0.676606823295089,Channing Frye,3
-1.07889907806456,-0.848428763446361,-0.888064555590529,-1.56155907338322,-1.3907837656626,Deron Williams,3
0.12538456889403,-0.151799321060445,0.628476454725605,-0.0475592638141081,-0.0134425196681145,Ian Mahinmi,4
-0.816146282364501,-1.19674348463932,-0.719559998888736,-0.791278468514726,-0.268505713370797,CJ Miles,3
1.52673281262766,2.28640372729026,-0.888064555590529,0.722721341054389,-0.064455158408651,Monta Ellis,2
-0.531497420356108,-1.02258612404284,1.30249468153278,-1.11001527052928,0.955797616402079,Amir Johnson,4
-0.673821851360305,-1.02258612404284,1.30249468153278,-0.233489064989263,0.190608035294031,Tim Duncan,4
-0.345380856735236,0.0223580395360345,0.122962784620227,0.563352940047114,-0.625594184554552,Justin Anderson,4
-0.761406116593657,-0.325956681656924,-0.382550885485151,0.271177538200443,0.0375701190724221,Justise Winslow,4
0.431929497210761,0.196515400132514,0.29146734132202,1.8648615482732,0.241620674034568,Frank Kaminsky,4
-0.969418746522867,-0.848428763446361,4.67258581556863,-0.0475592638141081,0.343645951515641,Myles Turner,1
-0.892782514443684,-0.848428763446361,-0.888064555590529,-0.233489064989263,0.292633312775105,Stanley Johnson,3
-1.22122350906875,-1.02258612404284,0.122962784620227,-1.56155907338322,-0.319518352111333,Terry Rozier,3
-0.465809221431094,-0.151799321060445,-0.719559998888736,-0.525664466835934,-1.08470793321938,Norman Powell,3
1.29682411639011,1.24145956371139,-0.888064555590529,-0.233489064989263,-0.982682655738308,Jarell Martin,2
-0.268744624656053,-0.674271402849882,0.628476454725605,-0.233489064989263,-0.268505713370797,Josh Richardson,4
-0.345380856735236,0.0223580395360345,1.30249468153278,-0.897524069186243,-0.727619462035625,Salah Mejri,4
-0.61908168558946,-0.500114042253403,-0.382550885485151,1.0945809434047,-0.472556268332943,Vince Carter,4
-1.00226284598537,-0.674271402849882,0.122962784620227,0.0321249366895296,0.394658590256178,Dirk Nowitzki,4
-1.22122350906875,-0.674271402849882,-0.888064555590529,-0.499103066668055,-1.13572057195992,Paul Pierce,3
-0.783302182901994,-0.674271402849882,-0.551055442186944,-0.499103066668055,-0.727619462035625,Jason Terry,3
0.96838312176504,0.0223580395360345,-0.382550885485151,0.0321249366895296,-0.676606823295089,Manu Ginobili,4
-0.345380856735236,-0.674271402849882,1.47099923823457,-0.499103066668055,1.36389872632637,LaMarcus Aldridge,4
-1.02415891229371,-1.19674348463932,-0.551055442186944,-1.05689247019352,-1.18673321070045,Randy Foye,3
-0.892782514443684,-1.02258612404284,-0.551055442186944,-0.233489064989263,-0.829644739516698,JJ Redick,3
0.311501132514902,0.370672760728993,0.122962784620227,-1.56155907338322,-0.064455158408651,Thabo Sefolosha,4
2.00844627141109,1.41561692430787,-0.551055442186944,0.828966941725906,0.190608035294031,Kyle Lowry,2
0.202020800973212,0.0223580395360345,-0.382550885485151,0.430545939207718,-0.982682655738308,Jordan Farmar,4
0.85890279022335,0.89314484251843,2.9875402485507,1.0945809434047,1.61896192002905,Paul Millsap,1
-1.16648334329791,-1.3709008452358,-0.888064555590529,-1.56155907338322,-0.982682655738308,Jose Juan Barea,3
0.136332602048198,0.370672760728993,0.796981011427398,0.0586863368574089,1.51693664254798,Kevin Durant,4
1.29682411639011,0.718987481921951,3.1560448052525,0.563352940047114,0.904784977661543,Al Horford,1
0.202020800973212,0.370672760728993,-0.382550885485151,0.218054737864684,-0.37053099085187,Jeff Green,4
-0.564341519818615,-1.3709008452358,-0.551055442186944,-1.56155907338322,-1.33977112692206,Corey Brewer,3
-1.44018417215213,-1.02258612404284,-0.214046328783358,-1.03033107002564,-0.421543629592406,Spencer Hawes,3
-0.0278878952643359,-0.325956681656924,-0.719559998888736,-0.419418866164417,-0.727619462035625,Rodney Stuckey,3
-0.235900525193546,-0.500114042253403,-0.0455417720815655,-0.233489064989263,-0.778632100776162,Josh McRoberts,4
-1.00226284598537,-1.02258612404284,-0.888064555590529,-1.56155907338322,-0.0134425196681145,Michael Beasley,3
2.27119906711115,3.15719053027266,-0.719559998888736,2.13047554995199,0.598709145218323,Russell Westbrook,2
-0.673821851360305,-0.500114042253403,-0.214046328783358,0.563352940047114,1.87402511373174,Kevin Love,4
0.278657033052395,0.196515400132514,-0.214046328783358,1.0945809434047,-0.676606823295089,Courtney Lee,4
-0.41106905566025,0.0223580395360345,1.30249468153278,-0.0741206639819871,0.802759700180469,Serge Ibaka,4
-0.126420193651857,-0.674271402849882,-0.888064555590529,0.563352940047114,-0.115467797149187,Nicolas Batum,4
-0.19210839257687,0.196515400132514,-0.719559998888736,0.324300338536201,-0.778632100776162,George Hill,3
0.749422458681661,0.718987481921951,3.66155847535787,-0.685032867843209,4.01655594083427,DeAndre Jordan,1
-0.564341519818615,-0.325956681656924,-0.888064555590529,-1.56155907338322,-0.931670016997771,Luc Mbah a Moute,3
-0.422017088814419,-0.674271402849882,-0.551055442186944,0.908651142229544,0.343645951515641,Goran Dragic,4
